Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,Empty,Empty,Empty,Empty,Empty,energy_above_hull (meV/atom),formation_energy (eV/atom)
Sm2Y6Co8O24,Sm,Y,,Co,,,O,4,,,,,,53.28563087,-1.844419716
Sm2Y6Cr8O24,Sm,Y,,Cr,,,O,4,,,,,,9.319248469,-2.381583277
Sm2Y6Fe8O24,Sm,Y,,Fe,,,O,4,,,,,,29.91570663,-2.117414499
Sm2Y6Ga8O24,Sm,Y,,Ga,,,O,4,,,,,,77.23771408,-2.303766184
Sm2Y6Mn8O24,Sm,Y,,Mn,,,O,4,,,,,,42.38549807,-2.209699799
Sm2Y6Ni8O24,Sm,Y,,Ni,,,O,4,,,,,,82.58263368,-1.614902341
Sm2Y6Sc8O24,Sm,Y,,Sc,,,O,4,,,,,,30.59603878,-3.156954171
Sm2Y6Ti8O24,Sm,Y,,Ti,,,O,4,,,,,,45.32728206,-2.836512628
Sm2Y6V8O24,Sm,Y,,V,,,O,4,,,,,,0,-2.513207001
Sm4Y4Co8O24,Sm,Y,,Co,,,O,4,,,,,,49.47939284,-1.834812283
Sm4Y4Cr8O24,Sm,Y,,Cr,,,O,4,,,,,,2.550441438,-2.366981344
Sm4Y4Fe8O24,Sm,Y,,Fe,,,O,4,,,,,,37.78468525,-2.103792316
Sm4Y4Ga8O24,Sm,Y,,Ga,,,O,4,,,,,,82.90154417,-2.289892501
Sm4Y4Mn8O24,Sm,Y,,Mn,,,O,4,,,,,,44.40936128,-2.196683366
Sm4Y4Ni8O24,Sm,Y,,Ni,,,O,4,,,,,,75.67939565,-1.608391908
Sm4Y4Sc8O24,Sm,Y,,Sc,,,O,4,,,,,,31.26186719,-3.144821738
Sm4Y4Ti8O24,Sm,Y,,Ti,,,O,4,,,,,,50.02751813,-2.824640445
Sm4Y4V8O24,Sm,Y,,V,,,O,4,,,,,,0,-2.506913568
Sm8Fe8O24,Sm,,,Fe,,,O,3,,,,,,272.8043925,-1.8572662
Sn4Pr4Ni8O24,Sn,Pr,,Ni,,,O,4,,,,,,232.4540109,-1.056475793
Sr2La6Co8O24,Sr,La,,Co,,,O,4,,,,,,33.13845536,-1.697041725
Sr2La6Cr8O24,Sr,La,,Cr,,,O,4,,,,,,0,-2.278545536
Sr2La6Fe8O24,Sr,La,,Fe,,,O,4,,,,,,0,-2.032394758
Sr2La6Ga8O24,Sr,La,,Ga,,,O,4,,,,,,75.38976676,-2.171130443
Sr2La6Mn8O24,Sr,La,,Mn,,,O,4,,,,,,32.14395136,-2.086709808
Sr2La6Ni8O24,Sr,La,,Ni,,,O,4,,,,,,155.7928691,-1.3647396
Sr2La6Sc8O24,Sr,La,,Sc,,,O,4,,,,,,11.93148749,-3.02382593
Sr2La6Ti8O24,Sr,La,,Ti,,,O,4,,,,,,7.378966986,-2.857173637
Sr2La6V8O24,Sr,La,,V,,,O,4,,,,,,29.12245041,-2.38122776
Sr2Pr6Co8O24,Sr,Pr,,Co,,,O,4,,,,,,38.14651548,-1.638779526
Sr2Pr6Cr8O24,Sr,Pr,,Cr,,,O,4,,,,,,12.16553242,-2.161769337
Sr2Pr6Fe8O24,Sr,Pr,,Fe,,,O,4,,,,,,48.37559255,-1.913998059
Sr2Pr6Ga8O24,Sr,Pr,,Ga,,,O,4,,,,,,135.9918852,-2.052149994
Sr2Pr6Mn8O24,Sr,Pr,,Mn,,,O,4,,,,,,28.24964357,-2.034456609
Sr2Pr6Ni8O24,Sr,Pr,,Ni,,,O,4,,,,,,152.4294293,-1.314848901
Sr2Pr6Sc8O24,Sr,Pr,,Sc,,,O,4,,,,,,63.31725662,-2.918404981
Sr2Pr6Ti8O24,Sr,Pr,,Ti,,,O,4,,,,,,0,-2.782040689
Sr2Pr6V8O24,Sr,Pr,,V,,,O,4,,,,,,0,-2.311452811
Sr2Y6Co8O24,Sr,Y,,Co,,,O,4,,,,,,72.67252036,-1.691783311
Sr2Y6Cr8O24,Sr,Y,,Cr,,,O,4,,,,,,61.11953163,-2.218911622
Sr2Y6Fe8O24,Sr,Y,,Fe,,,O,4,,,,,,49.2018258,-1.963041344
Sr2Y6Ga8O24,Sr,Y,,Ga,,,O,4,,,,,,152.1549455,-2.108881779
Sr2Y6Mn8O24,Sr,Y,,Mn,,,O,4,,,,,,48.24004019,-2.078235644
Sr2Y6Ni8O24,Sr,Y,,Ni,,,O,4,,,,,,123.2331841,-1.431574936
Sr2Y6Sc8O24,Sr,Y,,Sc,,,O,4,,,,,,80.17227524,-2.971230766
Sr2Y6Ti8O24,Sr,Y,,Ti,,,O,4,,,,,,33.46241925,-2.828899724
Sr2Y6V8O24,Sr,Y,,V,,,O,4,,,,,,0,-2.417262596
Sr4Ba4Co4Ni4O24,Sr,Ba,,Co,Ni,,O,5,,,,,,220.161511,-0.982426623
Sr4Ba4Co6Ni2O24,Sr,Ba,,Co,Ni,,O,5,,,,,,170.627481,-1.089768654
Sr4Ba4Co7Ni1O24,Sr,Ba,,Co,Ni,,O,5,,,,,,155.6946369,-1.129729045
Sr4Ba4Fe1Co7O24,Sr,Ba,,Fe,Co,,O,5,,,,,,129.6077796,-1.214000471
Sr4Ba4Fe1Ni7O24,Sr,Ba,,Fe,Ni,,O,5,,,,,,237.9927149,-0.866270487
Sr4Ba4Fe2Co6O24,Sr,Ba,,Fe,Co,,O,5,,,,,,118.1032664,-1.258662006
Sr4Ba4Fe2Ni6O24,Sr,Ba,,Fe,Ni,,O,5,,,,,,223.8166994,-0.950203413
Sr4Ba4Mn1Co7O24,Sr,Ba,,Mn,Co,,O,5,,,,,,126.7008224,-1.236495696
Sr4Ba4Mn1Ni7O24,Sr,Ba,,Mn,Ni,,O,5,,,,,,255.4789831,-0.872192462
Sr4Ba4Mn2Co6O24,Sr,Ba,,Mn,Co,,O,5,,,,,,130.3903521,-1.285551457
Sr4Ba4Mn2Ni6O24,Sr,Ba,,Mn,Ni,,O,5,,,,,,233.8102357,-0.987026363
Sr4Ba4Mn4Co4O24,Sr,Ba,,Mn,Co,,O,5,,,,,,133.9547258,-1.382686477
Sr4Ba4Mn4Ni4O24,Sr,Ba,,Mn,Ni,,O,5,,,,,,199.0023455,-1.201021165
Sr4Ba4Mn6Co2O24,Sr,Ba,,Mn,Co,,O,5,,,,,,141.5352297,-1.474319998
Sr4Ba4Mn6Fe2O24,Sr,Ba,,Mn,Fe,,O,5,,,,,,122.4316702,-1.553269819
Sr4Ba4Mn6Ni2O24,Sr,Ba,,Mn,Ni,,O,5,,,,,,177.7521679,-1.388047967
Sr4Ba4Mn7Co1O24,Sr,Ba,,Mn,Co,,O,5,,,,,,144.7087126,-1.516378259
Sr4Ba4Mn7Fe1O24,Sr,Ba,,Mn,Fe,,O,5,,,,,,129.3426174,-1.561465294
Sr4Ba4Mn7Ni1O24,Sr,Ba,,Mn,Ni,,O,5,,,,,,156.1360567,-1.479923368
Sr4Ba4Ni4Co4O24,Sr,Ba,,Ni,Co,,O,5,,,,,,222.246511,-0.980341623
Sr4Ba4Ni6Co2O24,Sr,Ba,,Ni,Co,,O,5,,,,,,273.6131793,-0.867818092
Sr4Ba4Ni7Co1O24,Sr,Ba,,Ni,Co,,O,5,,,,,,267.3405799,-0.820628201
Sr4Ca4Co4Ni4O24,Sr,Ca,,Co,Ni,,O,5,,,,,,247.0050951,-1.004409652
Sr4Ca4Co6Ni2O24,Sr,Ca,,Co,Ni,,O,5,,,,,,208.6591569,-1.092810683
Sr4Ca4Co7Ni1O24,Sr,Ca,,Co,Ni,,O,5,,,,,,166.2128128,-1.160284574
Sr4Ca4Co8O24,Sr,Ca,,Co,,,O,4,,,,,,145.3104687,-1.206214465
Sr4Ca4Fe1Co7O24,Sr,Ca,,Fe,Co,,O,5,,,,,,143.5172055,-1.24116475
Sr4Ca4Fe1Ni7O24,Sr,Ca,,Fe,Ni,,O,5,,,,,,317.205543,-0.880811516
Sr4Ca4Fe2Co6O24,Sr,Ca,,Fe,Co,,O,5,,,,,,156.1854423,-1.261653535
Sr4Ca4Fe2Ni6O24,Sr,Ca,,Fe,Ni,,O,5,,,,,,298.5257926,-0.965058442
Sr4Ca4Fe4Co4O24,Sr,Ca,,Fe,Co,,O,5,,,,,,144.1111659,-1.340041856
Sr4Ca4Fe4Ni4O24,Sr,Ca,,Fe,Ni,,O,5,,,,,,244.7175423,-1.139325294
Sr4Ca4Fe6Co2O24,Sr,Ca,,Fe,Co,,O,5,,,,,,141.9656596,-1.406944177
Sr4Ca4Fe6Ni2O24,Sr,Ca,,Fe,Ni,,O,5,,,,,,191.3145963,-1.310076896
Sr4Ca4Fe7Co1O24,Sr,Ca,,Fe,Co,,O,5,,,,,,140.3647815,-1.440923462
Sr4Ca4Fe7Ni1O24,Sr,Ca,,Fe,Ni,,O,5,,,,,,163.497124,-1.395300322
Sr4Ca4Fe8O24,Sr,Ca,,Fe,,,O,4,,,,,,138.5829033,-1.475083748
Sr4Ca4Mn1Co7O24,Sr,Ca,,Mn,Co,,O,5,,,,,,130.5589983,-1.273711225
Sr4Ca4Mn1Fe7O24,Sr,Ca,,Mn,Fe,,O,5,,,,,,137.369485,-1.495301473
Sr4Ca4Mn1Ni7O24,Sr,Ca,,Mn,Ni,,O,5,,,,,,323.6341506,-0.894837491
Sr4Ca4Mn2Co6O24,Sr,Ca,,Mn,Co,,O,5,,,,,,149.647778,-1.307367736
Sr4Ca4Mn2Fe6O24,Sr,Ca,,Mn,Fe,,O,5,,,,,,135.3693166,-1.516305948
Sr4Ca4Mn2Ni6O24,Sr,Ca,,Mn,Ni,,O,5,,,,,,305.4145078,-0.999078892
Sr4Ca4Mn4Co4O24,Sr,Ca,,Mn,Co,,O,5,,,,,,140.2651818,-1.412912506
Sr4Ca4Mn4Fe4O24,Sr,Ca,,Mn,Fe,,O,5,,,,,,121.6924192,-1.560998898
Sr4Ca4Mn4Ni4O24,Sr,Ca,,Mn,Ni,,O,5,,,,,,240.5765582,-1.212490944
Sr4Ca4Mn6Co2O24,Sr,Ca,,Mn,Co,,O,5,,,,,,141.9211013,-1.505864027
Sr4Ca4Mn6Fe2O24,Sr,Ca,,Mn,Fe,,O,5,,,,,,131.977595,-1.580564348
Sr4Ca4Mn6Ni2O24,Sr,Ca,,Mn,Ni,,O,5,,,,,,185.8070395,-1.411922996
Sr4Ca4Mn7Co1O24,Sr,Ca,,Mn,Co,,O,5,,,,,,154.6418111,-1.540447038
Sr4Ca4Mn7Fe1O24,Sr,Ca,,Mn,Fe,,O,5,,,,,,135.408933,-1.592058323
Sr4Ca4Mn7Ni1O24,Sr,Ca,,Mn,Ni,,O,5,,,,,,159.4014052,-1.510659897
Sr4Ca4Mn8O24,Sr,Ca,,Mn,,,O,4,,,,,,136.8085209,-1.605584048
Sr4Ca4Ni4Co4O24,Sr,Ca,,Ni,Co,,O,5,,,,,,250.9958451,-1.000418902
Sr4Ca4Ni6Co2O24,Sr,Ca,,Ni,Co,,O,5,,,,,,315.5148751,-0.878091871
Sr4Ca4Ni7Co1O24,Sr,Ca,,Ni,Co,,O,5,,,,,,329.0428343,-0.83398548
Sr4Ca4Ni8O24,Sr,Ca,,Ni,,,O,4,,,,,,335.3212934,-0.79712859
Sr4Ca4V8O24,Sr,Ca,,V,,,O,4,,,,,,66.99094092,-2.0970575
Sr4Dy4V8O24,Sr,Dy,,V,,,O,4,,,,,,183.4755188,-2.149077693
Sr4Gd4V8O24,Sr,Gd,,V,,,O,4,,,,,,290.2215711,-2.016190486
Sr4Ho4V8O24,Sr,Ho,,V,,,O,4,,,,,,197.6100666,-2.137145585
Sr4La1Mn8Zn3O24,Sr,La,Zn,Mn,,,O,5,,,,,,172.0405389,-1.380868688
Sr4La1Zn3Co8O24,Sr,La,Zn,Co,,,O,5,,,,,,229.7224521,-0.961832605
Sr4La1Zn3Fe8O24,Sr,La,Zn,Fe,,,O,5,,,,,,227.9140687,-1.221699388
Sr4La1Zn3Ni8O24,Sr,La,Zn,Ni,,,O,5,,,,,,381.1078068,-0.58366548
Sr4La4Co8O24,Sr,La,,Co,,,O,4,,,,,,45.21596181,-1.549726249
Sr4La4Cr8O24,Sr,La,,Cr,,,O,4,,,,,,4.514301375,-2.13181106
Sr4La4Fe8O24,Sr,La,,Fe,,,O,4,,,,,,0,-1.882680782
Sr4La4Ga8O24,Sr,La,,Ga,,,O,4,,,,,,135.1680126,-1.987260217
Sr4La4Mn8O24,Sr,La,,Mn,,,O,4,,,,,,39.24127519,-1.953616583
Sr4La4Ni8O24,Sr,La,,Ni,,,O,4,,,,,,194.2685366,-1.181598624
Sr4La4Sc8O24,Sr,La,,Sc,,,O,4,,,,,,49.36322998,-2.838344454
Sr4La4Ti8O24,Sr,La,,Ti,,,O,4,,,,,,0,-2.844544162
Sr4La4V8O24,Sr,La,,V,,,O,4,,,,,,23.66260283,-2.297691784
Sr4Mg4V8O24,Sr,Mg,,V,,,O,4,,,,,,283.0931277,-1.808367507
Sr4Nd4V8O24,Sr,Nd,,V,,,O,4,,,,,,87.12994833,-2.205066673
Sr4Pr4Co8O24,Sr,Pr,,Co,,,O,4,,,,,,64.97491856,-1.494464534
Sr4Pr4Cr8O24,Sr,Pr,,Cr,,,O,4,,,,,,54.46754183,-2.029663595
Sr4Pr4Fe8O24,Sr,Pr,,Fe,,,O,4,,,,,,58.54651811,-1.779610067
Sr4Pr4Ga8O24,Sr,Pr,,Ga,,,O,4,,,,,,202.3935915,-1.881115752
Sr4Pr4Mn8O24,Sr,Pr,,Mn,,,O,4,,,,,,34.01111394,-1.916678867
Sr4Pr4Ni8O24,Sr,Pr,,Ni,,,O,4,,,,,,195.4429933,-1.144921409
Sr4Pr4Sc8O24,Sr,Pr,,Sc,,,O,4,,,,,,102.3957427,-2.749288489
Sr4Pr4Ti8O24,Sr,Pr,,Ti,,,O,4,,,,,,0,-2.796493446
Sr4Pr4V8O24,Sr,Pr,,V,,,O,4,,,,,,0.53176639,-2.249356569
Sr4Sm4Co8O24,Sr,Sm,,Co,,,O,4,,,,,,83.91719575,-1.507048108
Sr4Sm4V8O24,Sr,Sm,,V,,,O,4,,,,,,95.30504358,-2.186109143
Sr4Y4Co8O24,Sr,Y,,Co,,,O,4,,,,,,100.4729218,-1.517319724
Sr4Y4Cr8O24,Sr,Y,,Cr,,,O,4,,,,,,93.06800775,-2.054721035
Sr4Y4Fe8O24,Sr,Y,,Fe,,,O,4,,,,,,70.76592361,-1.800637007
Sr4Y4Ga8O24,Sr,Y,,Ga,,,O,4,,,,,,221.768007,-1.911091692
Sr4Y4Mn8O24,Sr,Y,,Mn,,,O,4,,,,,,52.55044553,-1.937323057
Sr4Y4Ni8O24,Sr,Y,,Ni,,,O,4,,,,,,157.6117466,-1.241105849
Sr4Y4Sc8O24,Sr,Y,,Sc,,,O,4,,,,,,120.8658401,-2.782923429
Sr4Y4Ti8O24,Sr,Y,,Ti,,,O,4,,,,,,22.8817925,-2.812830636
Sr4Y4V8O24,Sr,Y,,V,,,O,4,,,,,,0,-2.325381509
Sr6Ca2Co8O24,Sr,Ca,,Co,,,O,4,,,,,,111.0667217,-1.226928882
Sr6Ca2Fe4Co4O24,Sr,Ca,,Fe,Co,,O,5,,,,,,117.1431689,-1.353480523
Sr6Ca2Fe4Ni4O24,Sr,Ca,,Fe,Ni,,O,5,,,,,,216.1221946,-1.153387211
Sr6Ca2Fe6Co2O24,Sr,Ca,,Fe,Co,,O,5,,,,,,115.5943926,-1.421343344
Sr6Ca2Fe6Ni2O24,Sr,Ca,,Fe,Ni,,O,5,,,,,,162.4190808,-1.324463563
Sr6Ca2Fe7Co1O24,Sr,Ca,,Fe,Co,,O,5,,,,,,117.1405144,-1.452175629
Sr6Ca2Fe7Ni1O24,Sr,Ca,,Fe,Ni,,O,5,,,,,,135.9554827,-1.409601489
Sr6Ca2Fe8O24,Sr,Ca,,Fe,,,O,4,,,,,,112.2873863,-1.489407165
Sr6Ca2Mn1Fe7O24,Sr,Ca,,Mn,Fe,,O,5,,,,,,110.8647179,-1.50983414
Sr6Ca2Mn2Fe6O24,Sr,Ca,,Mn,Fe,,O,5,,,,,,109.2972995,-1.530405865
Sr6Ca2Mn4Fe4O24,Sr,Ca,,Mn,Fe,,O,5,,,,,,98.78441841,-1.574746065
Sr6Ca2Mn8O24,Sr,Ca,,Mn,,,O,4,,,,,,113.5014987,-1.616491965
Sr6Ca2Ni8O24,Sr,Ca,,Ni,,,O,4,,,,,,298.2457074,-0.811247507
Sr6Ca2V8O24,Sr,Ca,,V,,,O,4,,,,,,56.51132963,-2.111453167
Sr6Dy2V8O24,Sr,Dy,,V,,,O,4,,,,,,44.18158824,-2.193776388
Sr6Gd2V8O24,Sr,Gd,,V,,,O,4,,,,,,36.36673937,-2.18852066
Sr6Hf2Mn6Zn2O24,Sr,Zn,,Mn,Hf,,O,5,,,,,,142.4833928,-1.749762122
Sr6Hf2Zn2Co6O24,Sr,Zn,,Co,Hf,,O,5,,,,,,190.0020715,-1.42981531
Sr6Hf2Zn2Fe6O24,Sr,Zn,,Fe,Hf,,O,5,,,,,,196.0958763,-1.616899022
Sr6Hf2Zn2Ni6O24,Sr,Zn,,Ni,Hf,,O,5,,,,,,350.0195967,-1.096555216
Sr6Ho2V8O24,Sr,Ho,,V,,,O,4,,,,,,46.91723712,-2.192141959
Sr6La2V8O24,Sr,La,,V,,,O,4,,,,,,27.13300524,-2.205225559
Sr6Mg2V8O24,Sr,Mg,,V,,,O,4,,,,,,118.9471195,-2.01866992
Sr6Mn6Nb2Zn2O24,Sr,Zn,,Mn,Nb,,O,5,,,,,,125.0812349,-1.688405758
Sr6Mn8Zn2O24,Sr,Zn,,Mn,,,O,4,,,,,,153.8992765,-1.406443844
Sr6Nb2Zn2Co6O24,Sr,Zn,,Co,Nb,,O,5,,,,,,166.6993889,-1.386161446
Sr6Nb2Zn2Fe6O24,Sr,Zn,,Fe,Nb,,O,5,,,,,,158.791749,-1.583172408
Sr6Nb2Zn2Ni6O24,Sr,Zn,,Ni,Nb,,O,5,,,,,,306.6668971,-1.079633102
Sr6Nd2V8O24,Sr,Nd,,V,,,O,4,,,,,,25.29305299,-2.192486628
Sr6Pr2V8O24,Sr,Pr,,V,,,O,4,,,,,,4.457962022,-2.192167576
Sr6Sm2V8O24,Sr,Sm,,V,,,O,4,,,,,,19.16672562,-2.193221738
Sr6Ta2Mn6Zn2O24,Sr,Zn,,Mn,Ta,,O,5,,,,,,125.7761021,-1.744167605
Sr6Ta2Zn2Co6O24,Sr,Zn,,Co,Ta,,O,5,,,,,,170.8283544,-1.434391792
Sr6Ta2Zn2Fe6O24,Sr,Zn,,Fe,Ta,,O,5,,,,,,178.6698856,-1.640976755
Sr6Ta2Zn2Ni6O24,Sr,Zn,,Ni,Ta,,O,5,,,,,,302.9858626,-1.135673449
Sr6Ti2Mn6Zn2O24,Sr,Zn,,Mn,Ti,,O,5,,,,,,137.3164097,-1.689462677
Sr6Ti2Zn2Co6O24,Sr,Zn,,Co,Ti,,O,5,,,,,,195.1598397,-1.362429364
Sr6Ti2Zn2Fe6O24,Sr,Zn,,Fe,Ti,,O,5,,,,,,187.7099145,-1.560494327
Sr6Ti2Zn2Ni6O24,Sr,Zn,,Ni,Ti,,O,5,,,,,,335.5518793,-1.055263271
Sr6Y2V8O24,Sr,Y,,V,,,O,4,,,,,,37.32259412,-2.193912421
Sr6Zn2Co8O24,Sr,Zn,,Co,,,O,4,,,,,,191.5116151,-0.998775261
Sr6Zn2Fe8O24,Sr,Zn,,Fe,,,O,4,,,,,,200.5045382,-1.248851294
Sr6Zn2Ni8O24,Sr,Zn,,Ni,,,O,4,,,,,,369.7801342,-0.587359136
Sr6Zr2Mn6Zn2O24,Sr,Zn,,Mn,Zr,,O,5,,,,,,125.7729607,-1.72858337
Sr6Zr2Zn2Co6O24,Sr,Zn,,Co,Zr,,O,5,,,,,,190.4608894,-1.391467308
Sr6Zr2Zn2Fe6O24,Sr,Zn,,Fe,Zr,,O,5,,,,,,179.9954442,-1.59511027
Sr6Zr2Zn2Ni6O24,Sr,Zn,,Ni,Zr,,O,5,,,,,,319.7061646,-1.088979464
Sr7Ca1V8O24,Sr,Ca,,V,,,O,4,,,,,,37.14261864,-2.118521
Sr7Dy1V8O24,Sr,Dy,,V,,,O,4,,,,,,33.31987295,-2.157340486
Sr7Gd1V8O24,Sr,Gd,,V,,,O,4,,,,,,28.61719851,-2.155507872
Sr7Ho1V8O24,Sr,Ho,,V,,,O,4,,,,,,34.82219739,-2.156388771
Sr7La1V8O24,Sr,La,,V,,,O,4,,,,,,21.55620645,-2.166304446
Sr7Mg1V8O24,Sr,Mg,,V,,,O,4,,,,,,71.09076358,-2.069399127
Sr7Mn8Zn1O24,Sr,Zn,,Mn,,,O,4,,,,,,122.4870163,-1.516019113
Sr7Nd1V8O24,Sr,Nd,,V,,,O,4,,,,,,22.37923032,-2.158191981
Sr7Pr1V8O24,Sr,Pr,,V,,,O,4,,,,,,15.12993484,-2.154864205
Sr7Sm1V8O24,Sr,Sm,,V,,,O,4,,,,,,20.06194164,-2.157813661
Sr7Y1V8O24,Sr,Y,,V,,,O,4,,,,,,31.31275089,-2.155986127
Sr7Zn1Co8O24,Sr,Zn,,Co,,,O,4,,,,,,144.3677029,-1.11364278
Sr7Zn1Fe8O24,Sr,Zn,,Fe,,,O,4,,,,,,146.0598287,-1.373479313
Sr7Zn1Ni8O24,Sr,Zn,,Ni,,,O,4,,,,,,321.7950028,-0.700042905
Sr8Al1V7O24,Sr,,,Al,V,,O,4,,,,,,38.63286983,-2.169231706
Sr8Al2V6O24,Sr,,,Al,V,,O,4,,,,,,59.74133201,-2.212625078
Sr8Al4V4O24,Sr,,,Al,V,,O,4,,,,,,95.04900638,-2.306321073
Sr8Co4Ni4O24,Sr,,,Co,Ni,,O,4,,,,,,178.9397849,-1.029910486
Sr8Co6Ni2O24,Sr,,,Co,Ni,,O,4,,,,,,134.6731166,-1.135334017
Sr8Co7Ni1O24,Sr,,,Co,Ni,,O,4,,,,,,116.1809765,-1.182730158
Sr8Co8O24,Sr,,,Co,,,O,3,,,,,,91.26697472,-1.233199299
Sr8Fe1Co7O24,Sr,,,Fe,Co,,O,4,,,,,,88.32721153,-1.269296084
Sr8Fe1Ni7O24,Sr,,,Fe,Ni,,O,4,,,,,,243.428371,-0.90867535
Sr8Fe2Co6O24,Sr,,,Fe,Co,,O,4,,,,,,90.31694834,-1.300463369
Sr8Fe4Co4O24,Sr,,,Fe,Co,,O,4,,,,,,93.74817197,-1.36334619
Sr8Fe4Ni4O24,Sr,,,Fe,Ni,,O,4,,,,,,182.6131197,-1.166192128
Sr8Fe6Co2O24,Sr,,,Fe,Co,,O,4,,,,,,88.68589559,-1.434722511
Sr8Fe6Ni2O24,Sr,,,Fe,Ni,,O,4,,,,,,134.354983,-1.33799423
Sr8Fe7Co1O24,Sr,,,Fe,Co,,O,4,,,,,,87.6081324,-1.468957296
Sr8Fe7Ni1O24,Sr,,,Fe,Ni,,O,4,,,,,,107.7834261,-1.423252406
Sr8Fe8O24,Sr,,,Fe,,,O,3,,,,,,86.43036922,-1.503292082
Sr8Hf1V7O24,Sr,,,Hf,V,,O,4,,,,,,28.44172814,-2.22753551
Sr8Hf2V6O24,Sr,,,Hf,V,,O,4,,,,,,35.28329862,-2.333308436
Sr8Hf4V4O24,Sr,,,Hf,V,,O,4,,,,,,35.04593958,-2.558774788
Sr8Mg1V7O24,Sr,,,Mg,V,,O,4,,,,,,52.87341873,-2.135561249
Sr8Mg2V6O24,Sr,,,Mg,V,,O,4,,,,,,93.81143469,-2.132688414
Sr8Mg4V4O24,Sr,,,Mg,V,,O,4,,,,,,140.4888354,-2.033689494
Sr8Mn1Co7O24,Sr,,,Mn,Co,,O,4,,,,,,91.53400436,-1.285677559
Sr8Mn1Fe7O24,Sr,,,Mn,Fe,,O,4,,,,,,82.87910056,-1.523854557
Sr8Mn1V7O24,Sr,,,Mn,V,,O,4,,,,,,63.58646298,-2.072598621
Sr8Mn2Co6O24,Sr,,,Mn,Co,,O,4,,,,,,106.514784,-1.32344207
Sr8Mn2Fe6O24,Sr,,,Mn,Fe,,O,4,,,,,,79.8648319,-1.543880032
Sr8Mn2V6O24,Sr,,,Mn,V,,O,4,,,,,,99.86697643,-2.020116658
Sr8Mn4Co4O24,Sr,,,Mn,Co,,O,4,,,,,,99.68134329,-1.43576609
Sr8Mn4Fe4O24,Sr,,,Mn,Fe,,O,4,,,,,,69.77529458,-1.587991982
Sr8Mn4Ni4O24,Sr,,,Mn,Ni,,O,4,,,,,,187.8758002,-1.242747778
Sr8Mn4V4O24,Sr,,,Mn,V,,O,4,,,,,,107.8600264,-1.915285983
Sr8Mn6Co2O24,Sr,,,Mn,Co,,O,4,,,,,,97.79037938,-1.530747861
Sr8Mn6Fe2O24,Sr,,,Mn,Fe,,O,4,,,,,,81.57468903,-1.606405432
Sr8Mn6Ni2O24,Sr,,,Mn,Ni,,O,4,,,,,,142.2958176,-1.43618733
Sr8Mn7Co1O24,Sr,,,Mn,Co,,O,4,,,,,,110.1393178,-1.562464372
Sr8Mn7Fe1O24,Sr,,,Mn,Fe,,O,4,,,,,,114.2722226,-1.588052407
Sr8Mn7Ni1O24,Sr,,,Mn,Ni,,O,4,,,,,,113.8691619,-1.533706981
Sr8Mn8O24,Sr,,,Mn,,,O,3,,,,,,90.74875619,-1.625920382
Sr8Nb1V7O24,Sr,,,Nb,V,,O,4,,,,,,10.43143757,-2.178582828
Sr8Nb2V6O24,Sr,,,Nb,V,,O,4,,,,,,0,-2.235552822
Sr8Nb4V4O24,Sr,,,Nb,V,,O,4,,,,,,0,-2.348045811
Sr8Ni4Co4O24,Sr,,,Ni,Co,,O,4,,,,,,181.2952849,-1.027554986
Sr8Ni6Co2O24,Sr,,,Ni,Co,,O,4,,,,,,241.6649531,-0.906028455
Sr8Ni7Co1O24,Sr,,,Ni,Co,,O,4,,,,,,252.7671623,-0.864347814
Sr8Ni8O24,Sr,,,Ni,,,O,3,,,,,,263.5433714,-0.822993174
Sr8Sc1V7O24,Sr,,,Sc,V,,O,4,,,,,,0,-2.711479074
Sr8Sc2V6O24,Sr,,,Sc,V,,O,4,,,,,,0,-2.717290564
Sr8Sc4V4O24,Sr,,,Sc,V,,O,4,,,,,,0,-2.743883794
Sr8Ta1V7O24,Sr,,,Ta,V,,O,4,,,,,,6.922396635,-2.208837001
Sr8Ta2V6O24,Sr,,,Ta,V,,O,4,,,,,,0,-2.288548669
Sr8Ta4V4O24,Sr,,,Ta,V,,O,4,,,,,,0,-2.464073004
Sr8Ti1V7O24,Sr,,,Ti,V,,O,4,,,,,,0,-2.713829162
Sr8Ti2V6O24,Sr,,,Ti,V,,O,4,,,,,,0,-2.719404741
Sr8Ti4V4O24,Sr,,,Ti,V,,O,4,,,,,,0,-2.729514397
Sr8Ti8O24,Sr,,,Ti,,,O,3,,,,,,8.691789,-2.773721211
Sr8V4Co4O24,Sr,,,V,Co,,O,4,,,,,,113.170481,-1.743271941
Sr8V4Cr4O24,Sr,,,V,Cr,,O,4,,,,,,95.6649845,-2.021369972
Sr8V4Cu4O24,Sr,,,V,Cu,,O,4,,,,,,198.6650469,-1.565367263
Sr8V4Fe4O24,Sr,,,V,Fe,,O,4,,,,,,72.67526425,-1.909523083
Sr8V4Ga4O24,Sr,,,V,Ga,,O,4,,,,,,134.2448986,-1.97973105
Sr8V4Ge4O24,Sr,,,V,Ge,,O,4,,,,,,98.84644072,-1.964979877
Sr8V4Ir4O24,Sr,,,V,Ir,,O,4,,,,,,140.7374649,-1.648745149
Sr8V4Mo4O24,Sr,,,V,Mo,,O,4,,,,,,341.670362,-1.664533441
